timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1694439388230,22,HTTP Request Create Project,200,OK,Thread Group - API requests 2-88,text,true,,235,458,1,1,http://localhost/jsonrpc.php,22,0,1
1694439388254,22,HTTP Request Delete project,200,OK,Thread Group - API requests 2-88,text,true,,234,435,1,1,http://localhost/jsonrpc.php,22,0,0
1694439388329,24,HTTP Request Create Project,200,OK,Thread Group - API requests 2-89,text,true,,235,458,1,1,http://localhost/jsonrpc.php,24,0,3
1694439388354,18,HTTP Request Delete project,200,OK,Thread Group - API requests 2-89,text,true,,234,435,1,1,http://localhost/jsonrpc.php,18,0,0
1694439388428,23,HTTP Request Create Project,200,OK,Thread Group - API requests 2-90,text,true,,235,458,1,1,http://localhost/jsonrpc.php,22,0,2
1694439388452,21,HTTP Request Delete project,200,OK,Thread Group - API requests 2-90,text,true,,234,435,1,1,http://localhost/jsonrpc.php,21,0,0
1694439388528,29,HTTP Request Create Project,200,OK,Thread Group - API requests 2-91,text,true,,235,458,1,1,http://localhost/jsonrpc.php,29,0,2
1694439388558,18,HTTP Request Delete project,200,OK,Thread Group - API requests 2-91,text,true,,234,435,1,1,http://localhost/jsonrpc.php,18,0,0
1694439388627,23,HTTP Request Create Project,200,OK,Thread Group - API requests 2-92,text,true,,235,458,1,1,http://localhost/jsonrpc.php,23,0,1
1694439388651,28,HTTP Request Delete project,200,OK,Thread Group - API requests 2-92,text,true,,234,435,1,1,http://localhost/jsonrpc.php,28,0,0
1694439388727,39,HTTP Request Create Project,200,OK,Thread Group - API requests 2-93,text,true,,235,458,1,1,http://localhost/jsonrpc.php,39,0,3
1694439388768,33,HTTP Request Delete project,200,OK,Thread Group - API requests 2-93,text,true,,234,435,1,1,http://localhost/jsonrpc.php,33,0,0
